Price,Close,High,Low,Open,Volume
Ticker,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI
Date,,,,,
6/23/2015,5057.680176,5078.509766,5024.259766,5045.569824,129386400
6/24/2015,5045.350098,5065.740234,5001.669922,5060.580078,137708100
6/25/2015,5041.709961,5087.080078,4996.629883,4996.629883,128574400
6/26/2015,5059.169922,5095.040039,4985.879883,5010.220215,105581800
6/29/2015,4869.819824,4946.620117,4819.029785,4821.450195,171663100
6/30/2015,4790.200195,4892.47998,4789.609863,4849.390137,167742900
7/1/2015,4883.189941,4941.609863,4813.689941,4849.430176,151634100
7/2/2015,4835.560059,4903.509766,4833.140137,4898.549805,100577600
7/3/2015,4808.220215,4847.379883,4780.549805,4836.459961,86776200
7/6/2015,4711.540039,4775.490234,4699.169922,4709.009766,136187400
7/7/2015,4604.640137,4724.540039,4602.160156,4712.629883,163782600
7/8/2015,4639.02002,4671.870117,4601.899902,4611.859863,144187300
7/9/2015,4757.220215,4777.029785,4655.450195,4667.209961,121520700
7/10/2015,4903.069824,4922.629883,4850.939941,4884.049805,139526500
7/13/2015,4998.100098,5010.580078,4959.620117,4985.140137,124421200
7/14/2015,5032.470215,5032.470215,4981.02002,4995.359863,88560800
